"contact_id","first_name","last_name","email","category_id","category","subcategory_id","subcategory","cf_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date"
1905,"Carmine","Gonzales","carmine.gonzales@schleich.net","cat3","technology","subcat3","web",812,"Byrd Group","Profound fault-tolerant model",88900,102535,"successful",3308,"US","USD","2021-09-25","2021-09-28"
3271,"Marianne","Hubert","marianne.hubert@hotmail.com","cat5","film & video","subcat11","animation",1589,"Peterson, Fletcher and Sanchez","Multi-channeled bi-directional moratorium",6700,12939,"successful",127,"AU","AUD","2021-10-07","2021-11-16"
4178,"Gonzalo","Montes","gonzalo.montes@hotmail.com","cat2","music","subcat18","jazz",2504,"Smith-Brown","Object-based content-based ability",1500,10946,"successful",207,"IT","EUR","2020-12-01","2021-07-19"
3275,"Shelly","Guichard","shelly.guichard@gmail.com","cat2","music","subcat2","rock",1707,"Vance-Glover","Progressive coherent secured line",61200,60994,"failed",859,"CA","CAD","2021-02-27","2021-11-06"
5713,"Tobias","Carbajal","tobias.carbajal@live.com","cat5","film & video","subcat11","animation",3138,"Joyce PLC","Synchronized directional capability",3600,3174,"live",31,"US","USD","2020-09-25","2021-05-18"
3339,"Santiago","Berry","santiago.berry@aol.de","cat4","theater","subcat4","plays",120,"Kennedy-Miller","Cross-platform composite migration",9000,3351,"failed",45,"US","USD","2020-03-08","2021-03-25"
5585,"Emilio","Davenport","emilio.davenport@zamora-russo.net","cat4","theater","subcat4","plays",265,"White-Obrien","Operative local pricing structure",185900,56774,"canceled",1113,"US","USD","2021-11-26","2021-12-31"
4407,"Maurizio","Gute","maurizio.gute@knight.info","cat1","food","subcat1","food trucks",2499,"Stafford, Hess and Raymond","Optional web-enabled extranet",2100,540,"failed",6,"US","USD","2021-09-23","2022-01-18"
1941,"Nadia","Travaglio","nadia.travaglio@colletti-broggini.com","cat4","theater","subcat4","plays",127,"Jordan, Schneider and Hall","Reduced 6thgeneration intranet",2000,680,"failed",7,"US","USD","2021-08-12","2021-10-04"
4690,"Elisa","Barkholz","elisa.barkholz@sfr.fr","cat6","publishing","subcat10","nonfiction",1705,"Rodriguez, Cox and Rodriguez","Networked disintermediate leverage",1100,13045,"successful",181,"CH","CHF","2020-06-09","2021-05-01"
3607,"Cristal","Mazzini","cristal.mazzini@gmail.com","cat2","music","subcat2","rock",415,"Welch Inc","Optional optimal website",6600,8276,"successful",110,"US","USD","2021-10-06","2021-12-18"
2670,"Trevor","Granados","trevor.granados@gmail.com","cat5","film & video","subcat7","drama",3042,"Vasquez Inc","Stand-alone asynchronous functionalities",7100,1022,"failed",31,"US","USD","2020-12-02","2021-07-02"
5261,"Matthieu","Mcdonald","matthieu.mcdonald@morrison.org","cat7","games","subcat21","mobile games",2098,"Freeman-Ferguson","Profound full-range open system",7800,4275,"failed",78,"US","USD","2021-02-10","2021-04-14"
4121,"Juliette","Preston","juliette.preston@gmail.com","cat3","technology","subcat3","web",1015,"Houston, Moore and Rogers","Optional tangible utilization",7600,8332,"successful",185,"US","USD","2021-08-12","2021-11-23"
4620,"Stanislaw","Montalvo","stanislaw.montalvo@mcpherson-hughes.info","cat4","theater","subcat4","plays",2454,"Small-Fuentes","Seamless maximized product",3400,6408,"successful",121,"US","USD","2020-04-11","2021-01-28"
4630,"Lilia","Lollobrigida","lilia.lollobrigida@le.com","cat4","theater","subcat4","plays",662,"Reid-Day","Devolved tertiary time-frame",84500,73522,"failed",1225,"GB","GBP","2021-07-13","2021-08-29"
3440,"Brigitta","Shaw","brigitta.shaw@hotmail.co.uk","cat2","music","subcat2","rock",751,"Wallace LLC","Centralized regional function",100,1,"failed",1,"CH","CHF","2021-06-17","2021-07-16"
3572,"Rebeca","Frey","rebeca.frey@gerard.fr","cat8","photography","subcat15","photography books",2336,"Olson-Bishop","User-friendly high-level initiative",2300,4667,"successful",106,"US","USD","2020-11-04","2021-10-29"
5306,"Nicolas","Palacios","nicolas.palacios@meraz.com","cat8","photography","subcat15","photography books",1757,"Rodriguez, Anderson and Porter","Reverse-engineered zero-defect infrastructure",6200,12216,"successful",142,"US","USD","2020-09-30","2021-09-07"
5122,"Susanna","Bonneau","susanna.bonneau@klingelhoefer.de","cat4","theater","subcat4","plays",2779,"Perez, Brown and Meyers","Stand-alone background customer loyalty",6100,6527,"successful",233,"US","USD","2020-07-17","2021-07-12"
1368,"Romina","Valentine","romina.valentine@hotmail.com","cat2","music","subcat2","rock",1698,"English-Mccullough","Business-focused discrete software",2600,6987,"successful",218,"US","USD","2021-05-31","2021-09-19"
5370,"Erika","Toussaint","erika.toussaint@sfr.fr","cat5","film & video","subcat5","documentary",550,"Smith-Nguyen","Advanced intermediate Graphic Interface",9700,4932,"failed",67,"AU","AUD","2021-01-18","2021-06-12"
5636,"Lothar","Laurent","lothar.laurent@garcia.com.au","cat5","film & video","subcat7","drama",746,"Harmon-Madden","Adaptive holistic hub",700,8262,"successful",76,"US","USD","2020-10-04","2021-07-30"
6033,"Chelsea","Verdugo","chelsea.verdugo@campbell.com","cat4","theater","subcat4","plays",906,"Walker-Taylor","Automated uniform concept",700,1848,"successful",43,"US","USD","2021-05-25","2021-09-11"
3599,"Ria","Venier","ria.venier@murillo-estevez.com","cat1","food","subcat1","food trucks",3098,"Harris, Medina and Mitchell","Enhanced regional flexibility",5200,1583,"failed",19,"US","USD","2021-01-02","2021-05-11"
5566,"Carly","Summers","carly.summers@yahoo.co.uk","cat5","film & video","subcat5","documentary",1052,"Williams and Sons","Public-key bottom-line algorithm",140800,88536,"failed",2108,"CH","CHF","2020-07-12","2021-03-27"
1873,"Pasquale","Tomasini","pasquale.tomasini@hotmail.co.uk","cat4","theater","subcat4","plays",1073,"Ball-Fisher","Multi-layered intangible instruction set",6400,12360,"successful",221,"US","USD","2020-08-19","2021-01-28"
3904,"Stefani","Ughi","stefani.ughi@hotmail.it","cat7","games","subcat12","video games",1327,"Page, Holt and Mack","Fundamental methodical emulation",92500,71320,"failed",679,"US","USD","2021-08-01","2021-10-14"
4453,"Jose","Huang","jose.huang@gmx.de","cat6","publishing","subcat10","nonfiction",1849,"Landry Group","Expanded value-added hardware",59700,134640,"successful",2805,"CA","CAD","2020-12-17","2021-06-11"
5481,"Petros","Gaona","petros.gaona@googlemail.com","cat7","games","subcat12","video games",1550,"Buckley Group","Diverse high-level attitude",3200,7661,"successful",68,"US","USD","2020-11-29","2021-03-01"
2987,"Maximilian","Siering","maximilian.siering@gaito-fornaciari.org","cat2","music","subcat2","rock",2139,"Vincent PLC","Visionary 24hour analyzer",3200,2950,"failed",36,"DK","DKK","2021-08-13","2021-12-26"
2431,"Ermenegildo","Holzapfel","ermenegildo.holzapfel@aol.de","cat2","music","subcat2","rock",2442,"Watson-Douglas","Centralized bandwidth-monitored leverage",9000,11721,"successful",183,"CA","CAD","2021-03-29","2021-11-27"
4158,"Damien","Leger","damien.leger@dixon.biz","cat4","theater","subcat4","plays",108,"Jones, Casey and Jones","Ergonomic mission-critical moratorium",2300,14150,"successful",133,"US","USD","2020-12-06","2021-02-27"
3753,"Zeferino","Barrera","zeferino.barrera@zedillo-velazquez.com","cat6","publishing","subcat10","nonfiction",322,"Alvarez-Bauer","Front-line intermediate moderator",51300,189192,"successful",2489,"IT","EUR","2020-10-25","2021-04-24"
4391,"Alfred","Pohl","alfred.pohl@fechner.net","cat4","theater","subcat4","plays",2060,"Martinez LLC","Automated local secured line",700,7664,"successful",69,"US","USD","2021-11-10","2022-01-12"
2026,"Marissa","Gaito","marissa.gaito@reed-campbell.edu","cat7","games","subcat12","video games",589,"Buck-Khan","Integrated bandwidth-monitored alliance",8900,4509,"failed",47,"US","USD","2021-02-02","2021-09-26"
4547,"Ariana","Houston","ariana.houston@hotmail.it","cat2","music","subcat2","rock",198,"Valdez, Williams and Meyer","Cross-group heuristic forecast",1500,12009,"successful",279,"GB","GBP","2021-02-13","2021-12-04"
2798,"Victor","Jacobs","victor.jacobs@young.com","cat5","film & video","subcat5","documentary",1485,"Alvarez-Andrews","Extended impactful secured line",4900,14273,"successful",210,"US","USD","2021-01-08","2021-11-09"
4732,"Henriette","Lang","henriette.lang@mimun.it","cat2","music","subcat2","rock",2136,"Stewart and Sons","Distributed optimizing protocol",54000,188982,"successful",2100,"US","USD","2020-02-17","2021-01-07"
5126,"Wilfriede","Baca","wilfriede.baca@caraballo.com","cat2","music","subcat2","rock",3200,"Dyer Inc","Secured well-modulated system engine",4100,14640,"successful",252,"US","USD","2021-01-01","2021-04-05"
5151,"Lucia","Riviere","lucia.riviere@samaniego.biz","cat6","publishing","subcat10","nonfiction",2693,"Anderson, Williams and Cox","Streamlined national benchmark",85000,107516,"successful",1280,"US","USD","2020-07-21","2021-03-11"
2134,"Gordon","Vigorelli","gordon.vigorelli@solano.com","cat5","film & video","subcat13","shorts",1335,"Solomon PLC","Open-architected 24/7 infrastructure",3600,13950,"successful",157,"GB","GBP","2020-05-31","2021-05-13"
5786,"Diethard","Salgado","diethard.salgado@gmail.com","cat4","theater","subcat4","plays",1171,"Miller-Hubbard","Digitized 6thgeneration Local Area Network",2800,12797,"successful",194,"US","USD","2021-01-30","2021-09-14"
5515,"Sue","Corrales","sue.corrales@cardenas-serna.org","cat5","film & video","subcat7","drama",1935,"Miranda, Martinez and Lowery","Innovative actuating artificial intelligence",2300,6134,"successful",82,"AU","AUD","2020-09-30","2021-03-29"
4530,"Arthur","Salazar","arthur.salazar@yahoo.com.au","cat4","theater","subcat4","plays",1097,"Munoz, Cherry and Bell","Cross-platform reciprocal budgetary management",7100,4899,"failed",70,"US","USD","2021-02-12","2021-06-29"
4088,"Fortunata","Schneider","fortunata.schneider@tiscali.it","cat4","theater","subcat4","plays",1307,"Baker-Higgins","Vision-oriented scalable portal",9600,4929,"failed",154,"US","USD","2020-12-17","2021-07-16"
3667,"Gretchen","Serna","gretchen.serna@pichon.org","cat4","theater","subcat4","plays",1300,"Johnson, Turner and Carroll","Persevering zero administration knowledge user",121600,1424,"failed",22,"US","USD","2021-09-29","2021-11-21"
3286,"Egon","Caron","egon.caron@hotmail.com","cat8","photography","subcat15","photography books",2587,"Ward PLC","Front-line bottom-line Graphic Interface",97100,105817,"successful",4233,"US","USD","2020-05-05","2021-03-12"
4804,"Roberta","Finzi","roberta.finzi@knight-davies.co.uk","cat6","publishing","subcat19","translations",964,"Bradley, Beck and Mayo","Synergized fault-tolerant hierarchy",43200,136156,"successful",1297,"DK","DKK","2020-10-28","2021-08-14"
5768,"Editha","Savage","editha.savage@davies.co.uk","cat6","publishing","subcat19","translations",1093,"Levine, Martin and Hernandez","Expanded asynchronous groupware",6800,10723,"successful",165,"DK","DKK","2021-02-01","2021-05-29"
6098,"Allan","Emanuelli","allan.emanuelli@fernandes.org","cat4","theater","subcat4","plays",1199,"Gallegos, Wagner and Gaines","Expanded fault-tolerant emulation",7300,11228,"successful",119,"US","USD","2021-06-15","2021-07-20"
2508,"Laurence","Lucero","laurence.lucero@martin.org","cat3","technology","subcat3","web",2259,"Hodges, Smith and Kelly","Future-proofed 24hour model",86200,77355,"failed",1758,"US","USD","2020-05-06","2021-02-09"
5779,"Istvan","Draghi","istvan.draghi@ifrance.com","cat2","music","subcat8","indie rock",1169,"Macias Inc","Optimized didactic intranet",8100,6086,"failed",94,"US","USD","2020-09-02","2021-08-06"
1717,"Luigi","Bonnet","luigi.bonnet@carriera-federico.it","cat2","music","subcat18","jazz",2575,"Cook-Ortiz","Right-sized dedicated standardization",17700,150960,"successful",1797,"US","USD","2021-06-11","2021-08-22"
3368,"Yuridia","Fantozzi","yuridia.fantozzi@mcdonald.com","cat4","theater","subcat4","plays",1889,"Jordan-Fischer","Vision-oriented high-level extranet",6400,8890,"successful",261,"US","USD","2021-03-23","2021-09-23"
4265,"Eraldo","Schmiedt","eraldo.schmiedt@hotmail.de","cat5","film & video","subcat5","documentary",2267,"Pierce-Ramirez","Organized scalable initiative",7700,14644,"successful",157,"US","USD","2021-09-19","2021-11-01"
4455,"Antoinette","Cox","antoinette.cox@bustamante.com","cat4","theater","subcat4","plays",78,"Howell and Sons","Enhanced regional moderator",116300,116583,"successful",3533,"US","USD","2021-05-10","2021-11-19"
2940,"Cameron","Ocampo","cameron.ocampo@hotmail.com.au","cat3","technology","subcat3","web",55,"Garcia, Dunn and Richardson","Automated even-keeled emulation",9100,12991,"successful",155,"US","USD","2020-10-11","2021-03-10"
6144,"Lynn","Lawson","lynn.lawson@leclercq.com","cat3","technology","subcat9","wearables",725,"Lawson and Sons","Reverse-engineered multi-tasking product",1500,8447,"successful",132,"IT","EUR","2021-03-21","2021-05-25"
3657,"Natalia","Seifert","natalia.seifert@ifrance.com","cat8","photography","subcat15","photography books",1927,"Porter-Hicks","De-engineered next generation parallelism",8800,2703,"failed",33,"US","USD","2021-02-22","2021-06-21"
1537,"Nuray","Anguillara","nuray.anguillara@yahoo.co.uk","cat5","film & video","subcat5","documentary",398,"Rodriguez-Hansen","Intuitive cohesive groupware",8800,8747,"canceled",94,"US","USD","2021-09-15","2021-10-26"
2116,"Beate","Morgan","beate.morgan@gmail.com","cat3","technology","subcat3","web",2554,"Williams LLC","Up-sized high-level access",69900,138087,"successful",1354,"GB","GBP","2021-11-17","2021-11-28"
5102,"Mario","Rees","mario.rees@gmx.de","cat3","technology","subcat3","web",2293,"Cooper, Stanley and Bryant","Phased empowering success",1000,5085,"successful",48,"US","USD","2021-06-07","2021-11-30"
5815,"Galasso","Junken","galasso.junken@yahoo.co.uk","cat1","food","subcat1","food trucks",2978,"Miller, Glenn and Adams","Distributed actuating project",4700,11174,"successful",110,"US","USD","2021-03-22","2021-06-09"
4250,"Luca","Moses","luca.moses@franke.de","cat5","film & video","subcat7","drama",1443,"Cole, Salazar and Moreno","Robust motivating orchestration",3200,10831,"successful",172,"US","USD","2020-02-01","2021-02-08"
4533,"Aurelio","Gertz","aurelio.gertz@hewitt.net","cat2","music","subcat8","indie rock",342,"Jones-Ryan","Vision-oriented uniform instruction set",6700,8917,"successful",307,"US","USD","2021-03-27","2021-10-09"
3329,"Uberto","Steele","uberto.steele@outlook.com","cat2","music","subcat2","rock",1719,"Hood, Perez and Meadows","Cross-group upward-trending hierarchy",100,1,"failed",1,"US","USD","2020-04-04","2021-03-11"
3606,"Annie","Hunter","annie.hunter@allen.co.uk","cat2","music","subcat6","electric music",2004,"Bright and Sons","Object-based needs-based info-mediaries",6000,12468,"successful",160,"US","USD","2021-10-23","2021-11-20"
4749,"Jo","Mccarty","jo.mccarty@hotmail.com","cat7","games","subcat12","video games",784,"Brady Ltd","Open-source reciprocal standardization",4900,2505,"failed",31,"US","USD","2020-09-28","2021-03-31"
2222,"Eitel","Lombard","eitel.lombard@thomas.net","cat2","music","subcat8","indie rock",3061,"Collier LLC","Secured well-modulated projection",17100,111502,"successful",1467,"CA","CAD","2020-09-09","2021-09-05"
1939,"Susan","Vigliotti","susan.vigliotti@yahoo.co.uk","cat6","publishing","subcat14","fiction",559,"Campbell, Thomas and Obrien","Multi-channeled secondary middleware",171000,194309,"successful",2662,"CA","CAD","2021-07-15","2021-10-23"
2456,"Jacqueline","Germano","jacqueline.germano@valette.fr","cat4","theater","subcat4","plays",978,"Moses-Terry","Horizontal clear-thinking framework",23400,23956,"successful",452,"AU","AUD","2021-04-06","2021-07-20"
2794,"Fidel","Ruppert","fidel.ruppert@yahoo.co.uk","cat1","food","subcat1","food trucks",1387,"Williams and Sons","Profound composite core",2400,8558,"successful",158,"US","USD","2021-06-29","2021-10-21"
2648,"Margaret","Eigenwillig","margaret.eigenwillig@yahoo.com","cat5","film & video","subcat13","shorts",499,"Miranda, Gray and Hale","Programmable disintermediate matrices",5300,7413,"successful",225,"CH","CHF","2021-08-30","2021-12-03"
2545,"Yvette","Harding","yvette.harding@yahoo.co.uk","cat1","food","subcat1","food trucks",1439,"Ayala, Crawford and Taylor","Realigned 5thgeneration knowledge user",4000,2778,"failed",35,"US","USD","2021-02-16","2022-01-17"
3273,"Federigo","Karge","federigo.karge@bohlander.com","cat4","theater","subcat4","plays",3130,"Martinez Ltd","Multi-layered upward-trending groupware",7300,2594,"failed",63,"US","USD","2020-10-31","2021-11-12"
6155,"Guenther","Armenta","guenther.armenta@free.fr","cat3","technology","subcat9","wearables",1526,"Lee PLC","Re-contextualized leadingedge firmware",2000,5033,"successful",65,"US","USD","2021-02-02","2021-09-17"
6064,"Coriolano","Higgins","coriolano.higgins@murphy.org.au","cat4","theater","subcat4","plays",1229,"Young, Ramsey and Powell","Devolved disintermediate analyzer",8800,9317,"successful",163,"US","USD","2020-12-26","2021-09-07"
1729,"Felix","Rubio","felix.rubio@ebert.de","cat4","theater","subcat4","plays",780,"Lewis and Sons","Profound disintermediate open system",3500,6560,"successful",85,"US","USD","2021-05-12","2021-08-12"
4969,"Melanie","Leveque","melanie.leveque@fleury.net","cat5","film & video","subcat20","television",936,"Davis-Johnson","Automated reciprocal protocol",1400,5415,"successful",217,"US","USD","2020-08-22","2021-08-03"
3402,"Abbie","Galeati","abbie.galeati@ubaldi.it","cat5","film & video","subcat13","shorts",2820,"Stevenson-Thompson","Automated static workforce",4200,14577,"successful",150,"US","USD","2021-01-25","2021-02-21"
2810,"Vittorio","Caccioppoli","vittorio.caccioppoli@yahoo.com","cat4","theater","subcat4","plays",3118,"Ellis, Smith and Armstrong","Horizontal attitude-oriented help-desk",81000,150515,"successful",3272,"US","USD","2021-07-01","2021-10-21"
2217,"Biagio","Valenzuela","biagio.valenzuela@robinson.info","cat8","photography","subcat15","photography books",750,"Jackson-Brown","Versatile 5thgeneration matrices",182800,79045,"canceled",898,"US","USD","2021-06-28","2021-12-17"
5140,"Dario","Green","dario.green@live.com","cat1","food","subcat1","food trucks",2948,"Kane, Pruitt and Rivera","Cross-platform next generation service-desk",4800,7797,"successful",300,"US","USD","2021-11-23","2022-01-14"
4497,"Alwina","Textor","alwina.textor@poste.it","cat4","theater","subcat4","plays",1818,"Wood, Buckley and Meza","Front-line web-enabled installation",7000,12939,"successful",126,"US","USD","2020-09-23","2021-04-29"
5100,"Diether","Baeza","diether.baeza@grupo.biz","cat5","film & video","subcat7","drama",1715,"Brown-Williams","Multi-channeled responsive product",161900,38376,"failed",526,"US","USD","2020-06-08","2021-04-07"
3390,"Sole","Trevino","sole.trevino@hotmail.com","cat4","theater","subcat4","plays",2667,"Hansen-Austin","Adaptive demand-driven encryption",7700,6920,"failed",121,"US","USD","2020-05-11","2021-03-18"
1926,"Darren","Bernardi","darren.bernardi@brooks-martin.com","cat4","theater","subcat4","plays",2818,"Santana-George","Re-engineered client-driven knowledge user",71500,194912,"successful",2320,"US","USD","2021-03-16","2021-06-26"
3264,"Martina","Heser","martina.heser@morellato.it","cat5","film & video","subcat23","science fiction",175,"Davis LLC","Compatible logistical paradigm",4700,7992,"successful",81,"AU","AUD","2021-08-22","2021-10-12"
2573,"Bethan","Giacometti","bethan.giacometti@gmail.com","cat8","photography","subcat15","photography books",2701,"Vazquez, Ochoa and Clark","Intuitive value-added installation",42100,79268,"successful",1887,"US","USD","2020-07-17","2021-04-11"
3628,"Ethan","Duhamel","ethan.duhamel@sfr.fr","cat8","photography","subcat15","photography books",338,"Chung-Nguyen","Managed discrete parallelism",40200,139468,"successful",4358,"US","USD","2020-03-21","2021-03-07"
3826,"Corrado","Warren","corrado.warren@hotmail.com.au","cat2","music","subcat2","rock",1372,"Mueller-Harmon","Implemented tangible approach",7900,5465,"failed",67,"US","USD","2020-12-25","2021-12-16"
5983,"Damian","Pulido","damian.pulido@yahoo.de","cat8","photography","subcat15","photography books",399,"Dixon, Perez and Banks","Re-engineered encompassing definition",8300,2111,"failed",57,"CA","CAD","2021-12-29","2022-01-16"
5678,"Dino","Osborne","dino.osborne@despacho.com","cat1","food","subcat1","food trucks",2734,"Estrada Group","Multi-lateral uniform collaboration",163600,126628,"failed",1229,"US","USD","2020-11-08","2021-01-22"
2093,"Nicolaus","Bernetti","nicolaus.bernetti@aol.de","cat2","music","subcat17","metal",2663,"Lutz Group","Enterprise-wide foreground paradigm",2700,1012,"failed",12,"IT","EUR","2020-09-07","2021-07-05"
5333,"Gianna","Carroll","gianna.carroll@perez.com","cat6","publishing","subcat10","nonfiction",2951,"Ortiz Inc","Stand-alone incremental parallelism",1000,5438,"successful",53,"US","USD","2021-02-27","2021-03-03"
5139,"Grit","Knight","grit.knight@web.de","cat2","music","subcat6","electric music",733,"Craig, Ellis and Miller","Persevering 5thgeneration throughput",84500,193101,"successful",2414,"US","USD","2021-01-11","2021-06-17"
3173,"Erin","Weinhold","erin.weinhold@hotmail.fr","cat4","theater","subcat4","plays",374,"Charles Inc","Implemented object-oriented synergy",81300,31665,"failed",452,"US","USD","2020-12-24","2021-12-18"
3333,"Craig","Jordan","craig.jordan@gmail.com","cat4","theater","subcat4","plays",1949,"White-Rosario","Balanced demand-driven definition",800,2960,"successful",80,"US","USD","2021-01-18","2021-09-25"
2262,"Homero","Respighi","homero.respighi@gmail.com","cat5","film & video","subcat13","shorts",48,"Simmons-Villarreal","Customer-focused mobile Graphic Interface",3400,8089,"successful",193,"US","USD","2020-06-26","2021-06-10"
1531,"Fanny","Pertile","fanny.pertile@gmail.com","cat4","theater","subcat4","plays",3020,"Strickland Group","Horizontal secondary interface",170800,109374,"failed",1886,"US","USD","2020-05-17","2021-04-25"
4881,"Fridolin","Comboni","fridolin.comboni@graf.com","cat4","theater","subcat4","plays",749,"Lynch Ltd","Virtual analyzing collaboration",1800,2129,"successful",52,"US","USD","2020-06-12","2021-04-30"
3928,"Hugh","Cantu","hugh.cantu@libero.it","cat2","music","subcat8","indie rock",1336,"Sanders LLC","Multi-tiered explicit focus group",150600,127745,"failed",1825,"US","USD","2021-02-01","2022-01-16"
1803,"Alphons","Simmons","alphons.simmons@hotmail.com","cat4","theater","subcat4","plays",2390,"Cooper LLC","Multi-layered systematic knowledgebase",7800,2289,"failed",31,"US","USD","2021-03-13","2021-12-08"
2321,"Ludovico","Cafarchia","ludovico.cafarchia@gmail.com","cat4","theater","subcat4","plays",851,"Palmer Ltd","Reverse-engineered uniform knowledge user",5800,12174,"successful",290,"US","USD","2021-10-26","2021-11-09"
6234,"Nico","Kaiser","nico.kaiser@almonte.com","cat2","music","subcat6","electric music",2394,"Santos Group","Secured dynamic capacity",5600,9508,"successful",122,"US","USD","2020-12-13","2021-04-30"
1422,"Kirsty","Lamy","kirsty.lamy@alonzi.it","cat2","music","subcat8","indie rock",1062,"Christian, Kim and Jimenez","Devolved foreground throughput",134400,155849,"successful",1470,"US","USD","2021-07-11","2021-09-17"
2660,"Joshua","Scheibe","joshua.scheibe@turci.org","cat5","film & video","subcat5","documentary",1024,"Williams, Price and Hurley","Synchronized demand-driven infrastructure",3000,7758,"successful",165,"CA","CAD","2020-12-13","2021-08-15"
5361,"Carin","Pineau","carin.pineau@yahoo.com","cat6","publishing","subcat19","translations",1261,"Anderson, Parks and Estrada","Realigned discrete structure",6000,13835,"successful",182,"US","USD","2020-11-02","2021-09-04"
3420,"Ellie","Galarza","ellie.galarza@pareto-cattaneo.net","cat5","film & video","subcat5","documentary",2029,"Collins-Martinez","Progressive grid-enabled website",8400,10770,"successful",199,"IT","EUR","2020-10-04","2021-07-20"
4337,"Marion","Lira","marion.lira@ifrance.com","cat5","film & video","subcat20","television",267,"Barrett Inc","Organic cohesive neural-net",1700,3208,"successful",56,"GB","GBP","2020-12-05","2021-12-04"
2338,"Aurelia","Angiolello","aurelia.angiolello@lord.com","cat4","theater","subcat4","plays",3140,"Adams-Rollins","Integrated demand-driven info-mediaries",159800,11108,"failed",107,"US","USD","2021-03-25","2021-10-04"
4140,"Maura","Ravaglioli","maura.ravaglioli@yahoo.com","cat1","food","subcat1","food trucks",2599,"Wright-Bryant","Reverse-engineered client-server extranet",19800,153338,"successful",1460,"AU","AUD","2020-06-20","2021-05-23"
2373,"Brunhilde","Fletcher","brunhilde.fletcher@schomber.de","cat4","theater","subcat4","plays",1505,"Berry-Cannon","Organized discrete encoding",8800,2437,"failed",27,"US","USD","2020-11-10","2021-03-17"
1344,"Ottfried","Marques","ottfried.marques@tyler-watson.info","cat5","film & video","subcat5","documentary",2736,"Davis-Gonzalez","Balanced regional flexibility",179100,93991,"failed",1221,"US","USD","2020-05-11","2021-06-01"
2141,"Christelle","Blasi","christelle.blasi@morris-chan.com","cat2","music","subcat18","jazz",2444,"Best-Young","Implemented multimedia time-frame",3100,12620,"successful",123,"CH","CHF","2020-08-19","2021-06-02"
3415,"Augusto","Vercelloni","augusto.vercelloni@club-internet.fr","cat3","technology","subcat3","web",212,"Powers, Smith and Deleon","Enhanced uniform service-desk",100,2,"failed",1,"US","USD","2020-09-23","2021-06-06"
5696,"Michela","Pruvost","michela.pruvost@holt.co.uk","cat2","music","subcat2","rock",1226,"Hogan Group","Versatile bottom-line definition",5600,8746,"successful",159,"US","USD","2021-05-01","2022-01-18"
1798,"Guarino","Escalante","guarino.escalante@hotmail.com","cat3","technology","subcat3","web",2381,"Wang, Silva and Byrd","Integrated bifurcated software",1400,3534,"successful",110,"US","USD","2021-01-11","2021-07-02"
1657,"Gabriela","Padilla","gabriela.padilla@pearson-russell.com","cat6","publishing","subcat10","nonfiction",2510,"Parker-Morris","Assimilated next generation instruction set",41000,709,"live",14,"US","USD","2020-02-15","2021-02-23"
3651,"Agathe","Dias","agathe.dias@jackson.com","cat6","publishing","subcat16","radio & podcasts",182,"Rodriguez, Johnson and Jackson","Digitized foreground array",6500,795,"failed",16,"US","USD","2020-06-16","2021-05-25"
3574,"Werner","Kallert","werner.kallert@gmail.com","cat4","theater","subcat4","plays",1340,"Haynes PLC","Re-engineered clear-thinking project",7900,12955,"successful",236,"US","USD","2020-08-29","2021-10-06"
6063,"Lore","Delaunay","lore.delaunay@yahoo.com","cat5","film & video","subcat5","documentary",663,"Hayes Group","Implemented even-keeled standardization",5500,8964,"successful",191,"US","USD","2020-10-11","2021-07-04"
2404,"Enzio","Campos","enzio.campos@tim.it","cat4","theater","subcat4","plays",167,"White, Pena and Calhoun","Quality-focused asymmetric adapter",9100,1843,"failed",41,"US","USD","2020-11-21","2021-11-18"
2705,"Walther","Duarte","walther.duarte@web.de","cat7","games","subcat12","video games",3143,"Bryant-Pope","Networked intangible help-desk",38200,121950,"successful",3934,"US","USD","2021-02-04","2021-08-06"
5059,"Adelgunde","Trevisan","adelgunde.trevisan@gmail.com","cat4","theater","subcat4","plays",1571,"Gates, Li and Thompson","Synchronized attitude-oriented frame",1800,8621,"successful",80,"CA","CAD","2020-08-19","2021-04-27"
5466,"Thierry","Schwartz","thierry.schwartz@travaglio.net","cat4","theater","subcat4","plays",1216,"King-Morris","Proactive incremental architecture",154500,30215,"canceled",296,"US","USD","2020-11-27","2021-06-29"
5821,"Katie","Andersen","katie.andersen@haney.com.au","cat3","technology","subcat3","web",237,"Carter, Cole and Curtis","Cloned responsive standardization",5800,11539,"successful",462,"US","USD","2020-09-08","2021-04-12"
5385,"Kathy","Zamorani","kathy.zamorani@hotmail.com","cat5","film & video","subcat7","drama",1524,"Sanchez-Parsons","Reduced bifurcated pricing structure",1800,14310,"successful",179,"US","USD","2020-08-26","2021-08-05"
3506,"Giuseppina","Tanguy","giuseppina.tanguy@wanadoo.fr","cat5","film & video","subcat7","drama",218,"Rivera-Pearson","Re-engineered asymmetric challenge",70200,35536,"failed",523,"AU","AUD","2021-02-21","2021-03-13"
5427,"Jack","Klapp","jack.klapp@hotmail.com.au","cat4","theater","subcat4","plays",2508,"Ramirez, Padilla and Barrera","Diverse client-driven conglomeration",6400,3676,"failed",141,"GB","GBP","2021-02-26","2021-05-02"
